id,onoma_dimou_koinotitas,kodikos_koinotitas,eidos_koinotitas,kodikos_dimotikis_enotitas,onoma_dimotikis_enotitas,kodikos_neou_ota,eidos_neou_ota,onoma_neou_ota,kodikos_perifereiakis_enotitas,perifereiaki_enotita,kodikos_perifereias,perifereia,code
1105,ΔΕΝΔΡΟΧΩΡΙΟΥ,90630501,ΤΟΠ. ΚΟΙΝΟΤ,906305,ΚΑΣΤΡΑΚΙΟΥ,9063,ΔΗΜΟΣ,ΚΑΣΤΟΡΙΑΣ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,251001
1106,ΙΕΡΟΠΗΓΗΣ,90630502,ΤΟΠ. ΚΟΙΝΟΤ,906305,ΚΑΣΤΡΑΚΙΟΥ,9063,ΔΗΜΟΣ,ΚΑΣΤΟΡΙΑΣ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,251002
1107,ΚΛΕΙΣΟΥΡΑΣ,90630601,ΤΟΠ. ΚΟΙΝΟΤ,906306,ΚΛΕΙΣΟΥΡΑΣ,9063,ΔΗΜΟΣ,ΚΑΣΤΟΡΙΑΣ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,251101
1108,ΑΓΙΟΥ ΑΝΤΩΝΙΟΥ,90630701,ΤΟΠ. ΚΟΙΝΟΤ,906307,ΚΟΡΕΣΤΙΩΝ,9063,ΔΗΜΟΣ,ΚΑΣΤΟΡΙΑΣ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,251201
1109,ΓΑΒΡΟΥ,90630702,ΤΟΠ. ΚΟΙΝΟΤ,906307,ΚΟΡΕΣΤΙΩΝ,9063,ΔΗΜΟΣ,ΚΑΣΤΟΡΙΑΣ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,251202
1110,ΚΡΑΝΙΩΝΟΣ,90630703,ΤΟΠ. ΚΟΙΝΟΤ,906307,ΚΟΡΕΣΤΙΩΝ,9063,ΔΗΜΟΣ,ΚΑΣΤΟΡΙΑΣ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,251203
1111,ΜΑΚΡΟΧΩΡΙΟΥ,90630704,ΤΟΠ. ΚΟΙΝΟΤ,906307,ΚΟΡΕΣΤΙΩΝ,9063,ΔΗΜΟΣ,ΚΑΣΤΟΡΙΑΣ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,251204
1112,ΜΑΥΡΟΚΑΜΠΟΥ,90630705,ΤΟΠ. ΚΟΙΝΟΤ,906307,ΚΟΡΕΣΤΙΩΝ,9063,ΔΗΜΟΣ,ΚΑΣΤΟΡΙΑΣ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,251205
1113,ΜΕΛΑ,90630706,ΤΟΠ. ΚΟΙΝΟΤ,906307,ΚΟΡΕΣΤΙΩΝ,9063,ΔΗΜΟΣ,ΚΑΣΤΟΡΙΑΣ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,251206
1114,ΧΑΛΑΡΩΝ,90630707,ΤΟΠ. ΚΟΙΝΟΤ,906307,ΚΟΡΕΣΤΙΩΝ,9063,ΔΗΜΟΣ,ΚΑΣΤΟΡΙΑΣ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,251207
1115,ΔΙΣΠΗΛΙΟΥ,90630801,ΤΟΠ. ΚΟΙΝΟΤ,906308,ΜΑΚΕΔΝΩΝ,9063,ΔΗΜΟΣ,ΚΑΣΤΟΡΙΑΣ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,251301
1116,ΜΑΥΡΟΧΩΡΙΟΥ,90630802,ΤΟΠ. ΚΟΙΝΟΤ,906308,ΜΑΚΕΔΝΩΝ,9063,ΔΗΜΟΣ,ΚΑΣΤΟΡΙΑΣ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,251302
1117,ΠΟΛΥΚΑΡΠΗΣ,90630803,ΤΟΠ. ΚΟΙΝΟΤ,906308,ΜΑΚΕΔΝΩΝ,9063,ΔΗΜΟΣ,ΚΑΣΤΟΡΙΑΣ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,251303
1118,ΜΕΣΟΠΟΤΑΜΙΑΣ,90630901,ΔΗΜ. ΚΟΙΝΟΤ,906309,ΜΕΣΟΠΟΤΑΜΙΑΣ,9063,ΔΗΜΟΣ,ΚΑΣΤΟΡΙΑΣ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,250403
1119,ΑΓΙΑ ΚΥΡΙΑΚΗ,90630902,ΤΟΠ. ΚΟΙΝΟΤ,906309,ΜΕΣΟΠΟΤΑΜΙΑΣ,9063,ΔΗΜΟΣ,ΚΑΣΤΟΡΙΑΣ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,250401
1120,ΚΑΛΟΧΩΡΙΟΥ,90630903,ΤΟΠ. ΚΟΙΝΟΤ,906309,ΜΕΣΟΠΟΤΑΜΙΑΣ,9063,ΔΗΜΟΣ,ΚΑΣΤΟΡΙΑΣ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,250402
1121,ΟΙΝΟΗΣ,90630904,ΤΟΠ. ΚΟΙΝΟΤ,906309,ΜΕΣΟΠΟΤΑΜΙΑΣ,9063,ΔΗΜΟΣ,ΚΑΣΤΟΡΙΑΣ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,250404
1122,ΠΤΕΡΙΑΣ,90630905,ΤΟΠ. ΚΟΙΝΟΤ,906309,ΜΕΣΟΠΟΤΑΜΙΑΣ,9063,ΔΗΜΟΣ,ΚΑΣΤΟΡΙΑΣ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,250405
1123,ΔΙΠΟΤΑΜΙΑΣ,90640101,ΤΟΠ. ΚΟΙΝΟΤ,906401,ΑΚΡΙΤΩΝ,9064,ΔΗΜΟΣ,ΝΕΣΤΟΡΙΟΥ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,250301
1124,ΚΟΜΝΗΝΑΔΩΝ,90640102,ΤΟΠ. ΚΟΙΝΟΤ,906401,ΑΚΡΙΤΩΝ,9064,ΔΗΜΟΣ,ΝΕΣΤΟΡΙΟΥ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,250302
1125,ΠΟΛΥΑΝΕΜΟΥ,90640103,ΤΟΠ. ΚΟΙΝΟΤ,906401,ΑΚΡΙΤΩΝ,9064,ΔΗΜΟΣ,ΝΕΣΤΟΡΙΟΥ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,250303
1126,ΧΙΟΝΑΤΟΥ,90640104,ΤΟΠ. ΚΟΙΝΟΤ,906401,ΑΚΡΙΤΩΝ,9064,ΔΗΜΟΣ,ΝΕΣΤΟΡΙΟΥ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,250304
1127,ΕΠΤΑΧΩΡΙΟΥ,90640201,ΤΟΠ. ΚΟΙΝΟΤ,906402,ΑΡΡΕΝΩΝ,9064,ΔΗΜΟΣ,ΝΕΣΤΟΡΙΟΥ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,250501
1128,ΖΟΥΖΟΥΛΗΣ,90640202,ΤΟΠ. ΚΟΙΝΟΤ,906402,ΑΡΡΕΝΩΝ,9064,ΔΗΜΟΣ,ΝΕΣΤΟΡΙΟΥ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,250502
1129,ΧΡΥΣΗΣ,90640203,ΤΟΠ. ΚΟΙΝΟΤ,906402,ΑΡΡΕΝΩΝ,9064,ΔΗΜΟΣ,ΝΕΣΤΟΡΙΟΥ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,250503
1130,ΓΡΑΜΟΥ,90640301,ΤΟΠ. ΚΟΙΝΟΤ,906403,ΓΡΑΜΟΥ,9064,ΔΗΜΟΣ,ΝΕΣΤΟΡΙΟΥ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,250701
1131,ΚΟΤΥΛΗΣ,90640401,ΤΟΠ. ΚΟΙΝΟΤ,906404,ΝΕΣΤΟΡΙΟΥ,9064,ΔΗΜΟΣ,ΝΕΣΤΟΡΙΟΥ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,251401
1132,ΚΥΨΕΛΗΣ,90640402,ΤΟΠ. ΚΟΙΝΟΤ,906404,ΝΕΣΤΟΡΙΟΥ,9064,ΔΗΜΟΣ,ΝΕΣΤΟΡΙΟΥ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,251402
1133,ΝΕΣΤΟΡΙΟΥ,90640403,ΤΟΠ. ΚΟΙΝΟΤ,906404,ΝΕΣΤΟΡΙΟΥ,9064,ΔΗΜΟΣ,ΝΕΣΤΟΡΙΟΥ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,251403
1134,ΠΤΕΛΕΑΣ,90640404,ΤΟΠ. ΚΟΙΝΟΤ,906404,ΝΕΣΤΟΡΙΟΥ,9064,ΔΗΜΟΣ,ΝΕΣΤΟΡΙΟΥ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,251404
1135,ΑΡΓΟΥΣ ΟΡΕΣΤΙΚΟΥ,90650101,ΔΗΜ. ΚΟΙΝΟΤ,906501,ΑΡΓΟΥΣ ΟΡΕΣΤΙΚΟΥ,9065,ΔΗΜΟΣ,ΟΡΕΣΤΙΔΟΣ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,251503
1136,ΑΓΙΟΥ ΗΛΙΑ,90650102,ΤΟΠ. ΚΟΙΝΟΤ,906501,ΑΡΓΟΥΣ ΟΡΕΣΤΙΚΟΥ,9065,ΔΗΜΟΣ,ΟΡΕΣΤΙΔΟΣ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,251501
1137,ΑΜΜΟΥΔΑΡΑΣ,90650103,ΤΟΠ. ΚΟΙΝΟΤ,906501,ΑΡΓΟΥΣ ΟΡΕΣΤΙΚΟΥ,9065,ΔΗΜΟΣ,ΟΡΕΣΤΙΔΟΣ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,251502
1138,ΑΣΠΡΟΚΚΛΗΣΙΑΣ,90650104,ΤΟΠ. ΚΟΙΝΟΤ,906501,ΑΡΓΟΥΣ ΟΡΕΣΤΙΚΟΥ,9065,ΔΗΜΟΣ,ΟΡΕΣΤΙΔΟΣ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,251504
1139,ΒΡΑΧΟΥ,90650105,ΤΟΠ. ΚΟΙΝΟΤ,906501,ΑΡΓΟΥΣ ΟΡΕΣΤΙΚΟΥ,9065,ΔΗΜΟΣ,ΟΡΕΣΤΙΔΟΣ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,251505
1140,ΔΙΑΛΕΚΤΟΥ,90650106,ΤΟΠ. ΚΟΙΝΟΤ,906501,ΑΡΓΟΥΣ ΟΡΕΣΤΙΚΟΥ,9065,ΔΗΜΟΣ,ΟΡΕΣΤΙΔΟΣ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,251506
1141,ΚΑΣΤΑΝΟΦΥΤΟΥ,90650107,ΤΟΠ. ΚΟΙΝΟΤ,906501,ΑΡΓΟΥΣ ΟΡΕΣΤΙΚΟΥ,9065,ΔΗΜΟΣ,ΟΡΕΣΤΙΔΟΣ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,251507
1142,ΛΑΓΚΑΣ,90650108,ΤΟΠ. ΚΟΙΝΟΤ,906501,ΑΡΓΟΥΣ ΟΡΕΣΤΙΚΟΥ,9065,ΔΗΜΟΣ,ΟΡΕΣΤΙΔΟΣ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,251508
1143,ΛΑΚΚΩΜΑΤΩΝ,90650109,ΤΟΠ. ΚΟΙΝΟΤ,906501,ΑΡΓΟΥΣ ΟΡΕΣΤΙΚΟΥ,9065,ΔΗΜΟΣ,ΟΡΕΣΤΙΔΟΣ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,251509
1144,ΜΕΛΑΝΘΙΟΥ,90650110,ΤΟΠ. ΚΟΙΝΟΤ,906501,ΑΡΓΟΥΣ ΟΡΕΣΤΙΚΟΥ,9065,ΔΗΜΟΣ,ΟΡΕΣΤΙΔΟΣ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,251510
1145,ΝΟΣΤΙΜΟΥ,90650111,ΤΟΠ. ΚΟΙΝΟΤ,906501,ΑΡΓΟΥΣ ΟΡΕΣΤΙΚΟΥ,9065,ΔΗΜΟΣ,ΟΡΕΣΤΙΔΟΣ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,251511
1146,ΣΠΗΛΑΙΩΝ,90650112,ΤΟΠ. ΚΟΙΝΟΤ,906501,ΑΡΓΟΥΣ ΟΡΕΣΤΙΚΟΥ,9065,ΔΗΜΟΣ,ΟΡΕΣΤΙΔΟΣ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,251512
1147,ΣΠΗΛΙΟΥ,90650113,ΤΟΠ. ΚΟΙΝΟΤ,906501,ΑΡΓΟΥΣ ΟΡΕΣΤΙΚΟΥ,9065,ΔΗΜΟΣ,ΟΡΕΣΤΙΔΟΣ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,251513
1148,ΑΜΠΕΛΟΚΗΠΩΝ,90650201,ΤΟΠ. ΚΟΙΝΟΤ,906502,ΙΩΝΟΣ ΔΡΑΓΟΥΜΗ,9065,ΔΗΜΟΣ,ΟΡΕΣΤΙΔΟΣ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,250801
1149,ΒΟΓΑΤΣΙΚΟΥ,90650202,ΤΟΠ. ΚΟΙΝΟΤ,906502,ΙΩΝΟΣ ΔΡΑΓΟΥΜΗ,9065,ΔΗΜΟΣ,ΟΡΕΣΤΙΔΟΣ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,250802
1150,ΓΕΡΜΑ,90650203,ΤΟΠ. ΚΟΙΝΟΤ,906502,ΙΩΝΟΣ ΔΡΑΓΟΥΜΗ,9065,ΔΗΜΟΣ,ΟΡΕΣΤΙΔΟΣ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,250803
1151,ΚΩΣΤΑΡΑΖΙΟΥ,90650204,ΤΟΠ. ΚΟΙΝΟΤ,906502,ΙΩΝΟΣ ΔΡΑΓΟΥΜΗ,9065,ΔΗΜΟΣ,ΟΡΕΣΤΙΔΟΣ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,250804
1152,ΜΗΛΙΤΣΑΣ,90650205,ΤΟΠ. ΚΟΙΝΟΤ,906502,ΙΩΝΟΣ ΔΡΑΓΟΥΜΗ,9065,ΔΗΜΟΣ,ΟΡΕΣΤΙΔΟΣ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,250805
1153,ΓΑΛΑΤΙΝΗΣ,90660101,ΔΗΜ. ΚΟΙΝΟΤ,906601,ΑΣΚΙΟΥ,9066,ΔΗΜΟΣ,ΒΟΪΟΥ,303,ΚΟΖΑΝΗΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,290301
1154,ΕΡΑΤΥΡΑΣ,90660102,ΤΟΠ. ΚΟΙΝΟΤ,906601,ΑΣΚΙΟΥ,9066,ΔΗΜΟΣ,ΒΟΪΟΥ,303,ΚΟΖΑΝΗΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,290302
1155,ΚΑΛΟΝΕΡΙΟΥ,90660103,ΤΟΠ. ΚΟΙΝΟΤ,906601,ΑΣΚΙΟΥ,9066,ΔΗΜΟΣ,ΒΟΪΟΥ,303,ΚΟΖΑΝΗΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,290303
1156,ΝΑΜΑΤΩΝ,90660104,ΤΟΠ. ΚΟΙΝΟΤ,906601,ΑΣΚΙΟΥ,9066,ΔΗΜΟΣ,ΒΟΪΟΥ,303,ΚΟΖΑΝΗΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,290304
1157,ΠΕΛΕΚΑΝΟΥ,90660105,ΤΟΠ. ΚΟΙΝΟΤ,906601,ΑΣΚΙΟΥ,9066,ΔΗΜΟΣ,ΒΟΪΟΥ,303,ΚΟΖΑΝΗΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,290305
1158,ΣΙΣΑΝΙΟΥ,90660106,ΤΟΠ. ΚΟΙΝΟΤ,906601,ΑΣΚΙΟΥ,9066,ΔΗΜΟΣ,ΒΟΪΟΥ,303,ΚΟΖΑΝΗΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,290306
1159,ΝΕΑΠΟΛΗΣ,90660201,ΔΗΜ. ΚΟΙΝΟΤ,906602,ΝΕΑΠΟΛΗΣ,9066,ΔΗΜΟΣ,ΒΟΪΟΥ,303,ΚΟΖΑΝΗΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,291410
1160,ΑΗΔΟΝΟΧΩΡΙΟΥ,90660202,ΤΟΠ. ΚΟΙΝΟΤ,906602,ΝΕΑΠΟΛΗΣ,9066,ΔΗΜΟΣ,ΒΟΪΟΥ,303,ΚΟΖΑΝΗΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,291401
1161,ΑΛΙΑΚΜΟΝΟΣ,90660203,ΤΟΠ. ΚΟΙΝΟΤ,906602,ΝΕΑΠΟΛΗΣ,9066,ΔΗΜΟΣ,ΒΟΪΟΥ,303,ΚΟΖΑΝΗΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,291402
1162,ΑΞΙΟΚΑΣΤΡΟΥ,90660204,ΤΟΠ. ΚΟΙΝΟΤ,906602,ΝΕΑΠΟΛΗΣ,9066,ΔΗΜΟΣ,ΒΟΪΟΥ,303,ΚΟΖΑΝΗΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,291403
1163,ΑΣΠΡΟΥΛΑΣ,90660205,ΤΟΠ. ΚΟΙΝΟΤ,906602,ΝΕΑΠΟΛΗΣ,9066,ΔΗΜΟΣ,ΒΟΪΟΥ,303,ΚΟΖΑΝΗΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,291404
1164,ΒΕΛΑΝΙΔΙΑΣ,90660206,ΤΟΠ. ΚΟΙΝΟΤ,906602,ΝΕΑΠΟΛΗΣ,9066,ΔΗΜΟΣ,ΒΟΪΟΥ,303,ΚΟΖΑΝΗΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,291405
1165,ΔΡΥΟΒΟΥΝΟΥ,90660207,ΤΟΠ. ΚΟΙΝΟΤ,906602,ΝΕΑΠΟΛΗΣ,9066,ΔΗΜΟΣ,ΒΟΪΟΥ,303,ΚΟΖΑΝΗΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,291406
1166,ΛΕΥΚΟΘΕΑΣ,90660208,ΤΟΠ. ΚΟΙΝΟΤ,906602,ΝΕΑΠΟΛΗΣ,9066,ΔΗΜΟΣ,ΒΟΪΟΥ,303,ΚΟΖΑΝΗΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,291407
1167,ΜΕΣΟΛΟΓΓΟΥ,90660209,ΤΟΠ. ΚΟΙΝΟΤ,906602,ΝΕΑΠΟΛΗΣ,9066,ΔΗΜΟΣ,ΒΟΪΟΥ,303,ΚΟΖΑΝΗΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,291408
1168,ΜΟΛΟΧΑΣ,90660210,ΤΟΠ. ΚΟΙΝΟΤ,906602,ΝΕΑΠΟΛΗΣ,9066,ΔΗΜΟΣ,ΒΟΪΟΥ,303,ΚΟΖΑΝΗΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,291409
1169,ΠΕΠΟΝΙΑΣ,90660211,ΤΟΠ. ΚΟΙΝΟΤ,906602,ΝΕΑΠΟΛΗΣ,9066,ΔΗΜΟΣ,ΒΟΪΟΥ,303,ΚΟΖΑΝΗΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,291411
1170,ΠΕΡΙΣΤΕΡΑΣ,90660212,ΤΟΠ. ΚΟΙΝΟΤ,906602,ΝΕΑΠΟΛΗΣ,9066,ΔΗΜΟΣ,ΒΟΪΟΥ,303,ΚΟΖΑΝΗΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,291412
1171,ΠΛΑΤΑΝΙΑΣ,90660213,ΤΟΠ. ΚΟΙΝΟΤ,906602,ΝΕΑΠΟΛΗΣ,9066,ΔΗΜΟΣ,ΒΟΪΟΥ,303,ΚΟΖΑΝΗΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,291413
1172,ΠΟΛΥΛΑΚΚΟΥ,90660214,ΤΟΠ. ΚΟΙΝΟΤ,906602,ΝΕΑΠΟΛΗΣ,9066,ΔΗΜΟΣ,ΒΟΪΟΥ,303,ΚΟΖΑΝΗΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,291414
1173,ΠΥΛΩΡΙΟΥ,90660215,ΤΟΠ. ΚΟΙΝΟΤ,906602,ΝΕΑΠΟΛΗΣ,9066,ΔΗΜΟΣ,ΒΟΪΟΥ,303,ΚΟΖΑΝΗΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,291415
1174,ΣΗΜΑΝΤΡΟΥ,90660216,ΤΟΠ. ΚΟΙΝΟΤ,906602,ΝΕΑΠΟΛΗΣ,9066,ΔΗΜΟΣ,ΒΟΪΟΥ,303,ΚΟΖΑΝΗΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,291416
1175,ΣΚΑΛΟΧΩΡΙΟΥ,90660217,ΤΟΠ. ΚΟΙΝΟΤ,906602,ΝΕΑΠΟΛΗΣ,9066,ΔΗΜΟΣ,ΒΟΪΟΥ,303,ΚΟΖΑΝΗΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,291417
1176,ΤΡΑΠΕΖΙΤΣΗΣ,90660218,ΤΟΠ. ΚΟΙΝΟΤ,906602,ΝΕΑΠΟΛΗΣ,9066,ΔΗΜΟΣ,ΒΟΪΟΥ,303,ΚΟΖΑΝΗΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,291418
1177,ΧΕΙΜΕΡΙΝΟΥ,90660219,ΤΟΠ. ΚΟΙΝΟΤ,906602,ΝΕΑΠΟΛΗΣ,9066,ΔΗΜΟΣ,ΒΟΪΟΥ,303,ΚΟΖΑΝΗΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,291419
1178,ΧΟΡΗΓΟΥ,90660220,ΤΟΠ. ΚΟΙΝΟΤ,906602,ΝΕΑΠΟΛΗΣ,9066,ΔΗΜΟΣ,ΒΟΪΟΥ,303,ΚΟΖΑΝΗΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,291420
1179,ΑΓΙΑΣ ΣΩΤΗΡΑΣ,90660301,ΤΟΠ. ΚΟΙΝΟΤ,906603,ΠΕΝΤΑΛΟΦΟΥ,9066,ΔΗΜΟΣ,ΒΟΪΟΥ,303,ΚΟΖΑΝΗΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,291501
1180,ΒΥΘΟΥ,90660302,ΤΟΠ. ΚΟΙΝΟΤ,906603,ΠΕΝΤΑΛΟΦΟΥ,9066,ΔΗΜΟΣ,ΒΟΪΟΥ,303,ΚΟΖΑΝΗΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,291502
1181,ΔΙΛΟΦΟΥ,90660303,ΤΟΠ. ΚΟΙΝΟΤ,906603,ΠΕΝΤΑΛΟΦΟΥ,9066,ΔΗΜΟΣ,ΒΟΪΟΥ,303,ΚΟΖΑΝΗΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,291503
