id,onoma_dimou_koinotitas,kodikos_koinotitas,eidos_koinotitas,kodikos_dimotikis_enotitas,onoma_dimotikis_enotitas,kodikos_neou_ota,eidos_neou_ota,onoma_neou_ota,kodikos_perifereiakis_enotitas,perifereiaki_enotita,kodikos_perifereias,perifereia,code
3231,ΦΛΑΜΠΟΥΡΩΝ,91330231,ΤΟΠ. ΚΟΙΝΟΤ,913302,ΚΑΛΑΒΡΥΤΩΝ,9133,ΔΗΜΟΣ,ΚΑΛΑΒΡΥΤΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,70931
3232,ΑΓΙΟΥ ΝΙΚΟΛΑΟΥ,91330301,ΤΟΠ. ΚΟΙΝΟΤ,913303,ΚΛΕΙΤΟΡΙΑΣ,9133,ΔΗΜΟΣ,ΚΑΛΑΒΡΥΤΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,71301
3233,ΑΝΩ ΚΛΕΙΤΟΡΙΑΣ,91330302,ΤΟΠ. ΚΟΙΝΟΤ,913303,ΚΛΕΙΤΟΡΙΑΣ,9133,ΔΗΜΟΣ,ΚΑΛΑΒΡΥΤΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,71302
3234,ΑΡΜΠΟΥΝΑ,91330303,ΤΟΠ. ΚΟΙΝΟΤ,913303,ΚΛΕΙΤΟΡΙΑΣ,9133,ΔΗΜΟΣ,ΚΑΛΑΒΡΥΤΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,71303
3235,ΓΛΑΣΤΡΑΣ,91330304,ΤΟΠ. ΚΟΙΝΟΤ,913303,ΚΛΕΙΤΟΡΙΑΣ,9133,ΔΗΜΟΣ,ΚΑΛΑΒΡΥΤΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,71304
3236,ΔΡΥΜΟΥ,91330305,ΤΟΠ. ΚΟΙΝΟΤ,913303,ΚΛΕΙΤΟΡΙΑΣ,9133,ΔΗΜΟΣ,ΚΑΛΑΒΡΥΤΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,71305
3237,ΚΑΣΤΕΛΛΙΟΥ,91330306,ΤΟΠ. ΚΟΙΝΟΤ,913303,ΚΛΕΙΤΟΡΙΑΣ,9133,ΔΗΜΟΣ,ΚΑΛΑΒΡΥΤΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,71306
3238,ΚΑΣΤΡΙΩΝ,91330307,ΤΟΠ. ΚΟΙΝΟΤ,913303,ΚΛΕΙΤΟΡΙΑΣ,9133,ΔΗΜΟΣ,ΚΑΛΑΒΡΥΤΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,71307
3239,ΚΛΕΙΤΟΡΙΑΣ,91330308,ΤΟΠ. ΚΟΙΝΟΤ,913303,ΚΛΕΙΤΟΡΙΑΣ,9133,ΔΗΜΟΣ,ΚΑΛΑΒΡΥΤΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,71308
3240,ΚΛΕΙΤΟΡΟΣ,91330309,ΤΟΠ. ΚΟΙΝΟΤ,913303,ΚΛΕΙΤΟΡΙΑΣ,9133,ΔΗΜΟΣ,ΚΑΛΑΒΡΥΤΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,71309
3241,ΚΡΙΝΟΦΥΤΩΝ,91330310,ΤΟΠ. ΚΟΙΝΟΤ,913303,ΚΛΕΙΤΟΡΙΑΣ,9133,ΔΗΜΟΣ,ΚΑΛΑΒΡΥΤΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,71310
3242,ΛΕΥΚΑΣΙΟΥ,91330311,ΤΟΠ. ΚΟΙΝΟΤ,913303,ΚΛΕΙΤΟΡΙΑΣ,9133,ΔΗΜΟΣ,ΚΑΛΑΒΡΥΤΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,71311
3243,ΛΥΚΟΥΡΙΑΣ,91330312,ΤΟΠ. ΚΟΙΝΟΤ,913303,ΚΛΕΙΤΟΡΙΑΣ,9133,ΔΗΜΟΣ,ΚΑΛΑΒΡΥΤΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,71312
3244,ΠΑΓΚΡΑΤΙΟΥ,91330313,ΤΟΠ. ΚΟΙΝΟΤ,913303,ΚΛΕΙΤΟΡΙΑΣ,9133,ΔΗΜΟΣ,ΚΑΛΑΒΡΥΤΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,71313
3245,ΠΛΑΝΗΤΕΡΟΥ,91330314,ΤΟΠ. ΚΟΙΝΟΤ,913303,ΚΛΕΙΤΟΡΙΑΣ,9133,ΔΗΜΟΣ,ΚΑΛΑΒΡΥΤΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,71314
3246,ΤΟΥΡΛΑΔΑΣ,91330315,ΤΟΠ. ΚΟΙΝΟΤ,913303,ΚΛΕΙΤΟΡΙΑΣ,9133,ΔΗΜΟΣ,ΚΑΛΑΒΡΥΤΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,71315
3247,ΦΙΛΙΩΝ,91330316,ΤΟΠ. ΚΟΙΝΟΤ,913303,ΚΛΕΙΤΟΡΙΑΣ,9133,ΔΗΜΟΣ,ΚΑΛΑΒΡΥΤΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,71316
3248,ΑΜΥΓΔΑΛΕΑΣ,91330401,ΤΟΠ. ΚΟΙΝΟΤ,913304,ΠΑΪΩΝ,9133,ΔΗΜΟΣ,ΚΑΛΑΒΡΥΤΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,71601
3249,ΔΑΦΝΗΣ,91330402,ΤΟΠ. ΚΟΙΝΟΤ,913304,ΠΑΪΩΝ,9133,ΔΗΜΟΣ,ΚΑΛΑΒΡΥΤΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,71602
3250,ΝΑΣΙΩΝ,91330403,ΤΟΠ. ΚΟΙΝΟΤ,913304,ΠΑΪΩΝ,9133,ΔΗΜΟΣ,ΚΑΛΑΒΡΥΤΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,71603
3251,ΠΑΟΥ,91330404,ΤΟΠ. ΚΟΙΝΟΤ,913304,ΠΑΪΩΝ,9133,ΔΗΜΟΣ,ΚΑΛΑΒΡΥΤΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,71604
3252,ΠΕΥΚΟΥ,91330405,ΤΟΠ. ΚΟΙΝΟΤ,913304,ΠΑΪΩΝ,9133,ΔΗΜΟΣ,ΚΑΛΑΒΡΥΤΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,71605
3253,ΣΚΟΤΑΝΗΣ,91330406,ΤΟΠ. ΚΟΙΝΟΤ,913304,ΠΑΪΩΝ,9133,ΔΗΜΟΣ,ΚΑΛΑΒΡΥΤΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,71606
3254,ΧΟΒΟΛΗΣ,91330407,ΤΟΠ. ΚΟΙΝΟΤ,913304,ΠΑΪΩΝ,9133,ΔΗΜΟΣ,ΚΑΛΑΒΡΥΤΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,71607
3255,ΒΡΑΧΝΑΙΙΚΩΝ,91340101,ΔΗΜ. ΚΟΙΝΟΤ,913401,ΒΡΑΧΝΑΙΙΚΩΝ,9134,ΔΗΜΟΣ,ΠΑΤΡΕΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,70501
3256,ΘΕΡΙΑΝΟΥ,91340102,ΤΟΠ. ΚΟΙΝΟΤ,913401,ΒΡΑΧΝΑΙΙΚΩΝ,9134,ΔΗΜΟΣ,ΠΑΤΡΕΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,70502
3257,ΚΑΜΙΝΙΩΝ,91340103,ΤΟΠ. ΚΟΙΝΟΤ,913401,ΒΡΑΧΝΑΙΙΚΩΝ,9134,ΔΗΜΟΣ,ΠΑΤΡΕΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,70503
3258,ΜΟΝΟΔΕΝΔΡΙΟΥ,91340104,ΤΟΠ. ΚΟΙΝΟΤ,913401,ΒΡΑΧΝΑΙΙΚΩΝ,9134,ΔΗΜΟΣ,ΠΑΤΡΕΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,70504
3259,ΤΣΟΥΚΑΛΑΙΙΚΩΝ,91340105,ΤΟΠ. ΚΟΙΝΟΤ,913401,ΒΡΑΧΝΑΙΙΚΩΝ,9134,ΔΗΜΟΣ,ΠΑΤΡΕΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,70505
3260,ΟΒΡΥΑΣ,91340201,ΔΗΜ. ΚΟΙΝΟΤ,913402,ΜΕΣΣΑΤΙΔΟΣ,9134,ΔΗΜΟΣ,ΠΑΤΡΕΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,71405
3261,ΣΑΡΑΒΑΛΙΟΥ,91340202,ΔΗΜ. ΚΟΙΝΟΤ,913402,ΜΕΣΣΑΤΙΔΟΣ,9134,ΔΗΜΟΣ,ΠΑΤΡΕΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,71407
3262,ΘΕΑΣ,91340203,ΤΟΠ. ΚΟΙΝΟΤ,913402,ΜΕΣΣΑΤΙΔΟΣ,9134,ΔΗΜΟΣ,ΠΑΤΡΕΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,71401
3263,ΚΑΛΛΙΘΕΑΣ,91340204,ΤΟΠ. ΚΟΙΝΟΤ,913402,ΜΕΣΣΑΤΙΔΟΣ,9134,ΔΗΜΟΣ,ΠΑΤΡΕΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,71402
3264,ΚΡΗΝΗΣ,91340205,ΤΟΠ. ΚΟΙΝΟΤ,913402,ΜΕΣΣΑΤΙΔΟΣ,9134,ΔΗΜΟΣ,ΠΑΤΡΕΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,71403
3265,ΚΡΥΣΤΑΛΛΟΒΡΥΣΗΣ,91340206,ΤΟΠ. ΚΟΙΝΟΤ,913402,ΜΕΣΣΑΤΙΔΟΣ,9134,ΔΗΜΟΣ,ΠΑΤΡΕΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,71404
3266,ΠΕΤΡΩΤΟΥ,91340207,ΤΟΠ. ΚΟΙΝΟΤ,913402,ΜΕΣΣΑΤΙΔΟΣ,9134,ΔΗΜΟΣ,ΠΑΤΡΕΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,71406
3267,ΠΑΡΑΛΙΑΣ,91340301,ΔΗΜ. ΚΟΙΝΟΤ,913403,ΠΑΡΑΛΙΑΣ,9134,ΔΗΜΟΣ,ΠΑΤΡΕΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,71702
3268,ΜΙΝΤΙΛΟΓΛΙΟΥ,91340302,ΤΟΠ. ΚΟΙΝΟΤ,913403,ΠΑΡΑΛΙΑΣ,9134,ΔΗΜΟΣ,ΠΑΤΡΕΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,71701
3269,ΡΟΓΙΤΙΚΩΝ,91340303,ΤΟΠ. ΚΟΙΝΟΤ,913403,ΠΑΡΑΛΙΑΣ,9134,ΔΗΜΟΣ,ΠΑΤΡΕΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,71703
3270,"1ο ΔΗΜ. ΔΙΑΜΕΡΙΣΜΑ ΠΑΤΡΑΣ(συμπεριλαμβάνονται οι οικισμοί Μπάλα, Σκιόεσσα και Χαράδρος",91340401,ΔΗΜ. ΚΟΙΝΟΤ,913404,ΠΑΤΡΕΩΝ,9134,ΔΗΜΟΣ,ΠΑΤΡΕΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,71803
3271,2ο ΔΗΜ. ΔΙΑΜΕΡΙΣΜΑ ΠΑΤΡΑΣ,91340402,ΔΗΜ. ΚΟΙΝΟΤ,913404,ΠΑΤΡΕΩΝ,9134,ΔΗΜΟΣ,ΠΑΤΡΕΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,71803
3272,3ο ΔΗΜ. ΔΙΑΜΕΡΙΣΜΑ ΠΑΤΡΑΣ,91340403,ΔΗΜ. ΚΟΙΝΟΤ,913404,ΠΑΤΡΕΩΝ,9134,ΔΗΜΟΣ,ΠΑΤΡΕΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,71803
3273,4ο ΔΗΜ. ΔΙΑΜΕΡΙΣΜΑ ΠΑΤΡΑΣ,91340404,ΔΗΜ. ΚΟΙΝΟΤ,913404,ΠΑΤΡΕΩΝ,9134,ΔΗΜΟΣ,ΠΑΤΡΕΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,71803
3274,ΕΛΙΚΙΣΤΡΑΣ,91340405,ΤΟΠ. ΚΟΙΝΟΤ,913404,ΠΑΤΡΕΩΝ,9134,ΔΗΜΟΣ,ΠΑΤΡΕΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,71801
3275,ΜΟΙΡΑΣ,91340406,ΤΟΠ. ΚΟΙΝΟΤ,913404,ΠΑΤΡΕΩΝ,9134,ΔΗΜΟΣ,ΠΑΤΡΕΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,71802
3276,ΣΟΥΛΙΟΥ,91340407,ΤΟΠ. ΚΟΙΝΟΤ,913404,ΠΑΤΡΕΩΝ,9134,ΔΗΜΟΣ,ΠΑΤΡΕΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,71804
3277,ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,91340501,ΔΗΜ. ΚΟΙΝΟΤ,913405,ΡΙΟΥ,9134,ΔΗΜΟΣ,ΠΑΤΡΕΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,71901
3278,ΡΙΟΥ,91340502,ΔΗΜ. ΚΟΙΝΟΤ,913405,ΡΙΟΥ,9134,ΔΗΜΟΣ,ΠΑΤΡΕΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,71910
3279,ΑΚΤΑΙΟΥ,91340503,ΤΟΠ. ΚΟΙΝΟΤ,913405,ΡΙΟΥ,9134,ΔΗΜΟΣ,ΠΑΤΡΕΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,71902
3280,ΑΝΩ ΚΑΣΤΡΙΤΣΙΟΥ,91340504,ΤΟΠ. ΚΟΙΝΟΤ,913405,ΡΙΟΥ,9134,ΔΗΜΟΣ,ΠΑΤΡΕΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,71903
3281,ΑΡΑΧΟΒΙΤΙΚΩΝ,91340505,ΤΟΠ. ΚΟΙΝΟΤ,913405,ΡΙΟΥ,9134,ΔΗΜΟΣ,ΠΑΤΡΕΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,71904
3282,ΑΡΓΥΡΑΣ,91340506,ΤΟΠ. ΚΟΙΝΟΤ,913405,ΡΙΟΥ,9134,ΔΗΜΟΣ,ΠΑΤΡΕΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,71905
3283,ΔΡΕΠΑΝΟΥ,91340507,ΤΟΠ. ΚΟΙΝΟΤ,913405,ΡΙΟΥ,9134,ΔΗΜΟΣ,ΠΑΤΡΕΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,71906
3284,ΚΑΤΩ ΚΑΣΤΡΙΤΣΙΟΥ,91340508,ΤΟΠ. ΚΟΙΝΟΤ,913405,ΡΙΟΥ,9134,ΔΗΜΟΣ,ΠΑΤΡΕΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,71907
3285,ΠΙΤΙΤΣΗΣ,91340509,ΤΟΠ. ΚΟΙΝΟΤ,913405,ΡΙΟΥ,9134,ΔΗΜΟΣ,ΠΑΤΡΕΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,71908
3286,ΠΛΑΤΑΝΙΟΥ,91340510,ΤΟΠ. ΚΟΙΝΟΤ,913405,ΡΙΟΥ,9134,ΔΗΜΟΣ,ΠΑΤΡΕΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,71909
3287,ΣΕΛΛΩΝ,91340511,ΤΟΠ. ΚΟΙΝΟΤ,913405,ΡΙΟΥ,9134,ΔΗΜΟΣ,ΠΑΤΡΕΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,71911
3288,ΨΑΘΟΠΥΡΓΟΥ,91340512,ΤΟΠ. ΚΟΙΝΟΤ,913405,ΡΙΟΥ,9134,ΔΗΜΟΣ,ΠΑΤΡΕΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,71912
3289,ΑΝΔΡΑΒΙΔΑΣ,91350101,ΔΗΜ. ΚΟΙΝΟΤ,913501,ΑΝΔΡΑΒΙΔΑΣ,9135,ΔΗΜΟΣ,ΑΝΔΡΑΒΙΔΑΣ-ΚΥΛΛΗΝΗΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,170301
3290,ΣΤΑΦΙΔΟΚΑΜΠΟΥ,91350102,ΤΟΠ. ΚΟΙΝΟΤ,913501,ΑΝΔΡΑΒΙΔΑΣ,9135,ΔΗΜΟΣ,ΑΝΔΡΑΒΙΔΑΣ-ΚΥΛΛΗΝΗΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,170302
3291,ΣΤΡΟΥΣΙΟΥ,91350103,ΤΟΠ. ΚΟΙΝΟΤ,913501,ΑΝΔΡΑΒΙΔΑΣ,9135,ΔΗΜΟΣ,ΑΝΔΡΑΒΙΔΑΣ-ΚΥΛΛΗΝΗΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,170303
3292,ΒΑΡΔΑΣ,91350201,ΔΗΜ. ΚΟΙΝΟΤ,913502,ΒΟΥΠΡΑΣΙΑΣ,9135,ΔΗΜΟΣ,ΑΝΔΡΑΒΙΔΑΣ-ΚΥΛΛΗΝΗΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,170702
3293,ΑΕΤΟΡΡΑΧΗΣ,91350202,ΤΟΠ. ΚΟΙΝΟΤ,913502,ΒΟΥΠΡΑΣΙΑΣ,9135,ΔΗΜΟΣ,ΑΝΔΡΑΒΙΔΑΣ-ΚΥΛΛΗΝΗΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,170701
3294,ΚΑΠΕΛΕΤΟΥ,91350203,ΤΟΠ. ΚΟΙΝΟΤ,913502,ΒΟΥΠΡΑΣΙΑΣ,9135,ΔΗΜΟΣ,ΑΝΔΡΑΒΙΔΑΣ-ΚΥΛΛΗΝΗΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,170703
3295,ΚΟΥΡΤΕΣΙΟΥ (ΚΟΥΡΤΕΣΗ),91350204,ΤΟΠ. ΚΟΙΝΟΤ,913502,ΒΟΥΠΡΑΣΙΑΣ,9135,ΔΗΜΟΣ,ΑΝΔΡΑΒΙΔΑΣ-ΚΥΛΛΗΝΗΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,170704
3296,ΜΑΝΟΛΑΔΟΣ,91350205,ΤΟΠ. ΚΟΙΝΟΤ,913502,ΒΟΥΠΡΑΣΙΑΣ,9135,ΔΗΜΟΣ,ΑΝΔΡΑΒΙΔΑΣ-ΚΥΛΛΗΝΗΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,170705
3297,ΝΕΑΠΟΛΕΩΣ,91350206,ΤΟΠ. ΚΟΙΝΟΤ,913502,ΒΟΥΠΡΑΣΙΑΣ,9135,ΔΗΜΟΣ,ΑΝΔΡΑΒΙΔΑΣ-ΚΥΛΛΗΝΗΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,170706
3298,ΝΕΑΣ ΜΑΝΟΛΑΔΟΣ,91350207,ΤΟΠ. ΚΟΙΝΟΤ,913502,ΒΟΥΠΡΑΣΙΑΣ,9135,ΔΗΜΟΣ,ΑΝΔΡΑΒΙΔΑΣ-ΚΥΛΛΗΝΗΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,170707
3299,ΝΗΣΙΟΥ,91350208,ΤΟΠ. ΚΟΙΝΟΤ,913502,ΒΟΥΠΡΑΣΙΑΣ,9135,ΔΗΜΟΣ,ΑΝΔΡΑΒΙΔΑΣ-ΚΥΛΛΗΝΗΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,170708
3300,ΞΕΝΙΩΝ (ΚΑΛΥΒΑΚΙΩΝ),91350209,ΤΟΠ. ΚΟΙΝΟΤ,913502,ΒΟΥΠΡΑΣΙΑΣ,9135,ΔΗΜΟΣ,ΑΝΔΡΑΒΙΔΑΣ-ΚΥΛΛΗΝΗΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,170709
3301,ΚΑΣΤΡΟΥ,91350301,ΤΟΠ. ΚΟΙΝΟΤ,913503,ΚΑΣΤΡΟΥ - ΚΥΛΛΗΝΗΣ,9135,ΔΗΜΟΣ,ΑΝΔΡΑΒΙΔΑΣ-ΚΥΛΛΗΝΗΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,171201
3302,ΚΑΤΩ ΠΑΝΑΓΙΑΣ,91350302,ΤΟΠ. ΚΟΙΝΟΤ,913503,ΚΑΣΤΡΟΥ - ΚΥΛΛΗΝΗΣ,9135,ΔΗΜΟΣ,ΑΝΔΡΑΒΙΔΑΣ-ΚΥΛΛΗΝΗΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,171202
3303,ΚΥΛΛΗΝΗΣ,91350303,ΤΟΠ. ΚΟΙΝΟΤ,913503,ΚΑΣΤΡΟΥ - ΚΥΛΛΗΝΗΣ,9135,ΔΗΜΟΣ,ΑΝΔΡΑΒΙΔΑΣ-ΚΥΛΛΗΝΗΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,171203
3304,ΝΕΟΧΩΡΙΟΥ ΜΥΡΤΟΥΝΤΙΩΝ,91350304,ΤΟΠ. ΚΟΙΝΟΤ,913503,ΚΑΣΤΡΟΥ - ΚΥΛΛΗΝΗΣ,9135,ΔΗΜΟΣ,ΑΝΔΡΑΒΙΔΑΣ-ΚΥΛΛΗΝΗΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,171204
3305,ΛΕΧΑΙΝΩΝ,91350401,ΔΗΜ. ΚΟΙΝΟΤ,913504,ΛΕΧΑΙΝΩΝ,9135,ΔΗΜΟΣ,ΑΝΔΡΑΒΙΔΑΣ-ΚΥΛΛΗΝΗΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,171503
3306,ΑΓΙΟΣ ΧΑΡΑΛΑΜΠΟΣ,91350402,ΤΟΠ. ΚΟΙΝΟΤ,913504,ΛΕΧΑΙΝΩΝ,9135,ΔΗΜΟΣ,ΑΝΔΡΑΒΙΔΑΣ-ΚΥΛΛΗΝΗΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,171501
3307,ΑΡΕΤΗΣ,91350403,ΤΟΠ. ΚΟΙΝΟΤ,913504,ΛΕΧΑΙΝΩΝ,9135,ΔΗΜΟΣ,ΑΝΔΡΑΒΙΔΑΣ-ΚΥΛΛΗΝΗΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,171502
3308,ΜΕΛΙΣΣΑ,91350404,ΤΟΠ. ΚΟΙΝΟΤ,913504,ΛΕΧΑΙΝΩΝ,9135,ΔΗΜΟΣ,ΑΝΔΡΑΒΙΔΑΣ-ΚΥΛΛΗΝΗΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,171504
3309,ΜΠΟΡΣΙΟΝ,91350405,ΤΟΠ. ΚΟΙΝΟΤ,913504,ΛΕΧΑΙΝΩΝ,9135,ΔΗΜΟΣ,ΑΝΔΡΑΒΙΔΑΣ-ΚΥΛΛΗΝΗΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,171505
