id,eidos_koinotitas,onoma_dimotikis_enotitas,eidos_neou_ota,onoma_neou_ota,perifereiaki_enotita,perifereia
618,ΤΟΠ. ΚΟΙΝΟΤ,ΑΓΙΟΥ ΓΕΩΡΓΙΟΥ ΤΥΜΦΡΗΣΤΟΥ,ΔΗΜΟΣ,ΜΑΚΡΑΚΩΜΗΣ,ΦΘΙΩΤΙΔΑΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ
619,ΔΗΜ. ΚΟΙΝΟΤ,ΜΑΚΡΑΚΩΜΗΣ,ΔΗΜΟΣ,ΜΑΚΡΑΚΩΜΗΣ,ΦΘΙΩΤΙΔΑΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ
620,ΔΗΜ. ΚΟΙΝΟΤ,ΣΠΕΡΧΕΙΑΔΟΣ,ΔΗΜΟΣ,ΜΑΚΡΑΚΩΜΗΣ,ΦΘΙΩΤΙΔΑΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ
621,ΤΟΠ. ΚΟΙΝΟΤ,ΤΥΜΦΡΗΣΤΟΥ,ΔΗΜΟΣ,ΜΑΚΡΑΚΩΜΗΣ,ΦΘΙΩΤΙΔΑΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ
622,ΔΗΜ. ΚΟΙΝΟΤ,ΑΓΙΟΥ ΚΩΝΣΤΑΝΤΙΝΟΥ,ΔΗΜΟΣ,ΜΩΛΟΥ - ΑΓΙΟΥ ΚΩΝΣΤΑΝΤΙΝΟΥ,ΦΘΙΩΤΙΔΑΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ
623,ΔΗΜ. ΚΟΙΝΟΤ,ΚΑΜΕΝΩΝ ΒΟΥΡΛΩΝ,ΔΗΜΟΣ,ΜΩΛΟΥ - ΑΓΙΟΥ ΚΩΝΣΤΑΝΤΙΝΟΥ,ΦΘΙΩΤΙΔΑΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ
624,ΔΗΜ. ΚΟΙΝΟΤ,ΜΩΛΟΥ,ΔΗΜΟΣ,ΜΩΛΟΥ - ΑΓΙΟΥ ΚΩΝΣΤΑΝΤΙΝΟΥ,ΦΘΙΩΤΙΔΑΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ
625,ΤΟΠ. ΚΟΙΝΟΤ,ΕΧΙΝΑΙΩΝ,ΔΗΜΟΣ,ΣΤΥΛΙΔΟΣ,ΦΘΙΩΤΙΔΑΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ
626,ΤΟΠ. ΚΟΙΝΟΤ,ΠΕΛΑΣΓΙΑΣ,ΔΗΜΟΣ,ΣΤΥΛΙΔΟΣ,ΦΘΙΩΤΙΔΑΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ
627,ΔΗΜ. ΚΟΙΝΟΤ,ΣΤΥΛΙΔΟΣ,ΔΗΜΟΣ,ΣΤΥΛΙΔΟΣ,ΦΘΙΩΤΙΔΑΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ
628,ΔΗΜ. ΚΟΙΝΟΤ,ΑΜΦΙΣΣΗΣ,ΔΗΜΟΣ,ΔΕΛΦΩΝ,ΦΩΚΙΔΑΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ
629,ΤΟΠ. ΚΟΙΝΟΤ,ΓΑΛΑΞΙΔΙΟΥ,ΔΗΜΟΣ,ΔΕΛΦΩΝ,ΦΩΚΙΔΑΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ
630,ΤΟΠ. ΚΟΙΝΟΤ,ΓΡΑΒΙΑΣ,ΔΗΜΟΣ,ΔΕΛΦΩΝ,ΦΩΚΙΔΑΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ
631,ΔΗΜ. ΚΟΙΝΟΤ,ΔΕΛΦΩΝ,ΔΗΜΟΣ,ΔΕΛΦΩΝ,ΦΩΚΙΔΑΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ
632,ΔΗΜ. ΚΟΙΝΟΤ,ΔΕΣΦΙΝΑΣ,ΔΗΜΟΣ,ΔΕΛΦΩΝ,ΦΩΚΙΔΑΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ
633,ΔΗΜ. ΚΟΙΝΟΤ,ΙΤΕΑΣ,ΔΗΜΟΣ,ΔΕΛΦΩΝ,ΦΩΚΙΔΑΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ
634,ΤΟΠ. ΚΟΙΝΟΤ,ΚΑΛΛΙΕΩΝ,ΔΗΜΟΣ,ΔΕΛΦΩΝ,ΦΩΚΙΔΑΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ
635,ΤΟΠ. ΚΟΙΝΟΤ,ΠΑΡΝΑΣΣΟΥ,ΔΗΜΟΣ,ΔΕΛΦΩΝ,ΦΩΚΙΔΑΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ
636,ΤΟΠ. ΚΟΙΝΟΤ,ΒΑΡΔΟΥΣΙΩΝ,ΔΗΜΟΣ,ΔΩΡΙΔΟΣ,ΦΩΚΙΔΑΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ
637,ΤΟΠ. ΚΟΙΝΟΤ,ΕΥΠΑΛΙΟΥ,ΔΗΜΟΣ,ΔΩΡΙΔΟΣ,ΦΩΚΙΔΑΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ
638,ΤΟΠ. ΚΟΙΝΟΤ,ΛΙΔΩΡΙΚΙΟΥ,ΔΗΜΟΣ,ΔΩΡΙΔΟΣ,ΦΩΚΙΔΑΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ
639,ΤΟΠ. ΚΟΙΝΟΤ,ΤΟΛΟΦΩΝΟΣ,ΔΗΜΟΣ,ΔΩΡΙΔΟΣ,ΦΩΚΙΔΑΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ
640,ΔΗΜ. ΚΟΙΝΟΤ,ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ,ΔΗΜΟΣ,ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ,ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ
641,ΔΗΜ. ΚΟΙΝΟΤ,ΑΜΑΡΟΥΣΙΟΥ,ΔΗΜΟΣ,ΑΜΑΡΟΥΣΙΟΥ,ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ
642,ΔΗΜ. ΚΟΙΝΟΤ,ΒΡΙΛΗΣΣΙΩΝ,ΔΗΜΟΣ,ΒΡΙΛΗΣΣΙΩΝ,ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ
643,ΔΗΜ. ΚΟΙΝΟΤ,ΗΡΑΚΛΕΙΟΥ,ΔΗΜΟΣ,ΗΡΑΚΛΕΙΟΥ,ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ
644,ΔΗΜ. ΚΟΙΝΟΤ,ΕΚΑΛΗΣ,ΔΗΜΟΣ,ΚΗΦΙΣΙΑΣ,ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ
645,ΔΗΜ. ΚΟΙΝΟΤ,ΚΗΦΙΣΙΑΣ,ΔΗΜΟΣ,ΚΗΦΙΣΙΑΣ,ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ
646,ΔΗΜ. ΚΟΙΝΟΤ,ΝΕΑΣ ΕΡΥΘΡΑΙΑΣ,ΔΗΜΟΣ,ΚΗΦΙΣΙΑΣ,ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ
647,ΔΗΜ. ΚΟΙΝΟΤ,ΛΥΚΟΒΡΥΣΕΩΣ,ΔΗΜΟΣ,ΛΥΚΟΒΡΥΣΗΣ - ΠΕΥΚΗΣ,ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ
648,ΔΗΜ. ΚΟΙΝΟΤ,ΠΕΥΚΗΣ,ΔΗΜΟΣ,ΛΥΚΟΒΡΥΣΗΣ - ΠΕΥΚΗΣ,ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ
649,ΔΗΜ. ΚΟΙΝΟΤ,ΜΕΤΑΜΟΡΦΩΣΕΩΣ,ΔΗΜΟΣ,ΜΕΤΑΜΟΡΦΩΣΕΩΣ,ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ
650,ΔΗΜ. ΚΟΙΝΟΤ,ΝΕΑΣ ΙΩΝΙΑΣ,ΔΗΜΟΣ,ΝΕΑΣ ΙΩΝΙΑΣ,ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ
651,ΔΗΜ. ΚΟΙΝΟΤ,ΠΑΠΑΓΟΥ,ΔΗΜΟΣ,ΠΑΠΑΓΟΥ - ΧΟΛΑΡΓΟΥ,ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ
652,ΔΗΜ. ΚΟΙΝΟΤ,ΧΟΛΑΡΓΟΥ,ΔΗΜΟΣ,ΠΑΠΑΓΟΥ - ΧΟΛΑΡΓΟΥ,ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ
653,ΔΗΜ. ΚΟΙΝΟΤ,ΜΕΛΙΣΣΙΩΝ,ΔΗΜΟΣ,ΠΕΝΤΕΛΗΣ,ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ
654,ΔΗΜ. ΚΟΙΝΟΤ,ΝΕΑΣ ΠΕΝΤΕΛΗΣ,ΔΗΜΟΣ,ΠΕΝΤΕΛΗΣ,ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ
655,ΔΗΜ. ΚΟΙΝΟΤ,ΠΕΝΤΕΛΗΣ,ΔΗΜΟΣ,ΠΕΝΤΕΛΗΣ,ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ
656,ΔΗΜ. ΚΟΙΝΟΤ,ΝΕΟΥ ΨΥΧΙΚΟΥ,ΔΗΜΟΣ,ΦΙΛΟΘΕΗΣ - ΨΥΧΙΚΟΥ,ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ
657,ΔΗΜ. ΚΟΙΝΟΤ,ΦΙΛΟΘΕΗΣ,ΔΗΜΟΣ,ΦΙΛΟΘΕΗΣ - ΨΥΧΙΚΟΥ,ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ
658,ΔΗΜ. ΚΟΙΝΟΤ,ΨΥΧΙΚΟΥ,ΔΗΜΟΣ,ΦΙΛΟΘΕΗΣ - ΨΥΧΙΚΟΥ,ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ
659,ΔΗΜ. ΚΟΙΝΟΤ,ΧΑΛΑΝΔΡΙΟΥ,ΔΗΜΟΣ,ΧΑΛΑΝΔΡΙΟΥ,ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ
660,ΔΗΜ. ΚΟΙΝΟΤ,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,ΔΗΜΟΣ,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ
661,ΔΗΜ. ΚΟΙΝΟΤ,ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ,ΔΗΜΟΣ,ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ - ΚΑΜΑΤΕΡΟΥ,ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ
662,ΔΗΜ. ΚΟΙΝΟΤ,ΚΑΜΑΤΕΡΟΥ,ΔΗΜΟΣ,ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ - ΚΑΜΑΤΕΡΟΥ,ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ
663,ΔΗΜ. ΚΟΙΝΟΤ,ΑΙΓΑΛΕΩ,ΔΗΜΟΣ,ΑΙΓΑΛΕΩ,ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ
664,ΔΗΜ. ΚΟΙΝΟΤ,"ΙΛΙΟΥ ",ΔΗΜΟΣ,"ΙΛΙΟΥ ",ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ
665,ΔΗΜ. ΚΟΙΝΟΤ,ΠΕΡΙΣΤΕΡΙΟΥ,ΔΗΜΟΣ,ΠΕΡΙΣΤΕΡΙΟΥ,ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ
666,ΔΗΜ. ΚΟΙΝΟΤ,ΠΕΤΡΟΥΠΟΛΕΩΣ,ΔΗΜΟΣ,ΠΕΤΡΟΥΠΟΛΕΩΣ,ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ
667,ΔΗΜ. ΚΟΙΝΟΤ,ΧΑΪΔΑΡΙΟΥ,ΔΗΜΟΣ,ΧΑΪΔΑΡΙΟΥ,ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ
668,ΔΗΜ. ΚΟΙΝΟΤ,ΑΘΗΝΑΙΩΝ,ΔΗΜΟΣ,ΑΘΗΝΑΙΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ
669,ΔΗΜ. ΚΟΙΝΟΤ,ΒΥΡΩΝΟΣ,ΔΗΜΟΣ,ΒΥΡΩΝΟΣ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ
670,ΔΗΜ. ΚΟΙΝΟΤ,ΓΑΛΑΤΣΙΟΥ,ΔΗΜΟΣ,ΓΑΛΑΤΣΙΟΥ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ
671,ΔΗΜ. ΚΟΙΝΟΤ,ΔΑΦΝΗΣ,ΔΗΜΟΣ,ΔΑΦΝΗΣ - ΥΜΗΤΤΟΥ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ
672,ΔΗΜ. ΚΟΙΝΟΤ,ΥΜΗΤΤΟΥ,ΔΗΜΟΣ,ΔΑΦΝΗΣ - ΥΜΗΤΤΟΥ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ
673,ΔΗΜ. ΚΟΙΝΟΤ,ΖΩΓΡΑΦΟΥ,ΔΗΜΟΣ,ΖΩΓΡΑΦΟΥ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ
674,ΔΗΜ. ΚΟΙΝΟΤ,ΗΛΙΟΥΠΟΛΕΩΣ,ΔΗΜΟΣ,ΗΛΙΟΥΠΟΛΕΩΣ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ
675,ΔΗΜ. ΚΟΙΝΟΤ,ΚΑΙΣΑΡΙΑΝΗΣ,ΔΗΜΟΣ,ΚΑΙΣΑΡΙΑΝΗΣ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ
676,ΔΗΜ. ΚΟΙΝΟΤ,ΝΕΑΣ ΦΙΛΑΔΕΛΦΕΙΑΣ,ΔΗΜΟΣ,ΦΙΛΑΔΕΛΦΕΙΑΣ - ΧΑΛΚΗΔΟΝΟΣ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ
677,ΔΗΜ. ΚΟΙΝΟΤ,ΝΕΑΣ ΧΑΛΚΗΔΟΝΟΣ,ΔΗΜΟΣ,ΦΙΛΑΔΕΛΦΕΙΑΣ - ΧΑΛΚΗΔΟΝΟΣ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ
678,ΔΗΜ. ΚΟΙΝΟΤ,ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ,ΔΗΜΟΣ,ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ,ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ
679,ΔΗΜ. ΚΟΙΝΟΤ,ΑΛΙΜΟΥ,ΔΗΜΟΣ,ΑΛΙΜΟΥ,ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ
680,ΔΗΜ. ΚΟΙΝΟΤ,ΓΛΥΦΑΔΑΣ,ΔΗΜΟΣ,ΓΛΥΦΑΔΑΣ,ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ
681,ΔΗΜ. ΚΟΙΝΟΤ,ΑΡΓΥΡΟΥΠΟΛΕΩΣ,ΔΗΜΟΣ,ΕΛΛΗΝΙΚΟΥ - ΑΡΓΥΡΟΥΠΟΛΗΣ,ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ
682,ΔΗΜ. ΚΟΙΝΟΤ,ΕΛΛΗΝΙΚΟΥ,ΔΗΜΟΣ,ΕΛΛΗΝΙΚΟΥ - ΑΡΓΥΡΟΥΠΟΛΗΣ,ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ
683,ΔΗΜ. ΚΟΙΝΟΤ,ΚΑΛΛΙΘΕΑΣ,ΔΗΜΟΣ,ΚΑΛΛΙΘΕΑΣ,ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ
684,ΔΗΜ. ΚΟΙΝΟΤ,ΜΟΣΧΑΤΟΥ,ΔΗΜΟΣ,ΜΟΣΧΑΤΟΥ - ΤΑΥΡΟΥ,ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ
685,ΔΗΜ. ΚΟΙΝΟΤ,ΤΑΥΡΟΥ,ΔΗΜΟΣ,ΜΟΣΧΑΤΟΥ - ΤΑΥΡΟΥ,ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ
686,ΔΗΜ. ΚΟΙΝΟΤ,ΝΕΑΣ ΣΜΥΡΝΗΣ,ΔΗΜΟΣ,ΝΕΑΣ ΣΜΥΡΝΗΣ,ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ
687,ΔΗΜ. ΚΟΙΝΟΤ,ΠΑΛΑΙΟΥ ΦΑΛΗΡΟΥ,ΔΗΜΟΣ,ΠΑΛΑΙΟΥ ΦΑΛΗΡΟΥ,ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ
688,ΔΗΜ. ΚΟΙΝΟΤ,ΔΡΑΠΕΤΣΩΝΑΣ,ΔΗΜΟΣ,ΚΕΡΑΤΣΙΝΙΟΥ - ΔΡΑΠΕΤΣΩΝΑΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ
689,ΔΗΜ. ΚΟΙΝΟΤ,ΚΕΡΑΤΣΙΝΙΟΥ,ΔΗΜΟΣ,ΚΕΡΑΤΣΙΝΙΟΥ - ΔΡΑΠΕΤΣΩΝΑΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ
690,ΔΗΜ. ΚΟΙΝΟΤ,ΚΟΡΥΔΑΛΛΟΥ,ΔΗΜΟΣ,ΚΟΡΥΔΑΛΛΟΥ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ
691,ΔΗΜ. ΚΟΙΝΟΤ,ΑΓΙΟΥ ΙΩΑΝΝΟΥ ΡΕΝΤΗ,ΔΗΜΟΣ,ΝΙΚΑΙΑΣ - ΑΓΙΟΥ Ι. ΡΕΝΤΗ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ
692,ΔΗΜ. ΚΟΙΝΟΤ,ΝΙΚΑΙΑΣ,ΔΗΜΟΣ,ΝΙΚΑΙΑΣ - ΑΓΙΟΥ Ι. ΡΕΝΤΗ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ
693,ΔΗΜ. ΚΟΙΝΟΤ,ΠΕΙΡΑΙΩΣ,ΔΗΜΟΣ,ΠΕΙΡΑΙΩΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ
694,ΔΗΜ. ΚΟΙΝΟΤ,ΠΕΡΑΜΑΤΟΣ,ΔΗΜΟΣ,ΠΕΡΑΜΑΤΟΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ
695,ΔΗΜ. ΚΟΙΝΟΤ,ΑΓΚΙΣΤΡΙΟΥ,ΔΗΜΟΣ,ΑΓΚΙΣΤΡΙΟΥ,ΝΗΣΩΝ,ΑΤΤΙΚΗΣ
696,ΔΗΜ. ΚΟΙΝΟΤ,ΑΙΓΙΝΑΣ,ΔΗΜΟΣ,ΑΙΓΙΝΑΣ,ΝΗΣΩΝ,ΑΤΤΙΚΗΣ
697,ΔΗΜ. ΚΟΙΝΟΤ,ΑΝΤΙΚΥΘΗΡΩΝ,ΔΗΜΟΣ,ΚΥΘΗΡΩΝ,ΝΗΣΩΝ,ΑΤΤΙΚΗΣ
698,ΤΟΠ. ΚΟΙΝΟΤ,ΚΥΘΗΡΩΝ,ΔΗΜΟΣ,ΚΥΘΗΡΩΝ,ΝΗΣΩΝ,ΑΤΤΙΚΗΣ
699,ΔΗΜ. ΚΟΙΝΟΤ,ΠΟΡΟΥ,ΔΗΜΟΣ,ΠΟΡΟΥ,ΝΗΣΩΝ,ΑΤΤΙΚΗΣ
700,ΔΗΜ. ΚΟΙΝΟΤ,ΑΜΠΕΛΑΚΙΩΝ,ΔΗΜΟΣ,ΣΑΛΑΜΙΝΟΣ,ΝΗΣΩΝ,ΑΤΤΙΚΗΣ
701,ΔΗΜ. ΚΟΙΝΟΤ,ΣΑΛΑΜΙΝΑΣ,ΔΗΜΟΣ,ΣΑΛΑΜΙΝΟΣ,ΝΗΣΩΝ,ΑΤΤΙΚΗΣ
702,ΔΗΜ. ΚΟΙΝΟΤ,ΣΠΕΤΣΩΝ,ΔΗΜΟΣ,ΣΠΕΤΣΩΝ,ΝΗΣΩΝ,ΑΤΤΙΚΗΣ
703,ΤΟΠ. ΚΟΙΝΟΤ,ΜΕΘΑΝΩΝ,ΔΗΜΟΣ,ΤΡΟΙΖΗΝΙΑΣ,ΝΗΣΩΝ,ΑΤΤΙΚΗΣ
704,ΔΗΜ. ΚΟΙΝΟΤ,ΤΡΟΙΖΗΝΟΣ,ΔΗΜΟΣ,ΤΡΟΙΖΗΝΙΑΣ,ΝΗΣΩΝ,ΑΤΤΙΚΗΣ
705,ΤΟΠ. ΚΟΙΝΟΤ,ΥΔΡΑΣ,ΔΗΜΟΣ,ΥΔΡΑΣ,ΝΗΣΩΝ,ΑΤΤΙΚΗΣ
706,ΔΗΜ. ΚΟΙΝΟΤ,ΑΧΑΡΝΩΝ,ΔΗΜΟΣ,ΑΧΑΡΝΩΝ,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ
707,ΔΗΜ. ΚΟΙΝΟΤ,ΘΡΑΚΟΜΑΚΕΔΟΝΩΝ,ΔΗΜΟΣ,ΑΧΑΡΝΩΝ,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ
708,ΔΗΜ. ΚΟΙΝΟΤ,ΒΑΡΗΣ,ΔΗΜΟΣ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ
709,ΔΗΜ. ΚΟΙΝΟΤ,ΒΟΥΛΑΣ,ΔΗΜΟΣ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ
710,ΔΗΜ. ΚΟΙΝΟΤ,ΒΟΥΛΙΑΓΜΕΝΗΣ,ΔΗΜΟΣ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ
711,ΔΗΜ. ΚΟΙΝΟΤ,ΑΓΙΟΥ ΣΤΕΦΑΝΟΥ,ΔΗΜΟΣ,ΔΙΟΝΥΣΟΥ,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ
712,ΔΗΜ. ΚΟΙΝΟΤ,ΑΝΟΙΞΕΩΣ,ΔΗΜΟΣ,ΔΙΟΝΥΣΟΥ,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ
713,ΔΗΜ. ΚΟΙΝΟΤ,ΔΙΟΝΥΣΟΥ,ΔΗΜΟΣ,ΔΙΟΝΥΣΟΥ,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ
714,ΔΗΜ. ΚΟΙΝΟΤ,ΔΡΟΣΙΑΣ,ΔΗΜΟΣ,ΔΙΟΝΥΣΟΥ,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ
715,ΔΗΜ. ΚΟΙΝΟΤ,ΚΡΥΟΝΕΡΙΟΥ,ΔΗΜΟΣ,ΔΙΟΝΥΣΟΥ,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ
