id,kodikos_dimotikis_enotitas,onoma_dimotikis_enotitas,kodikos_neou_ota,eidos_neou_ota,onoma_neou_ota,kodikos_perifereiakis_enotitas,perifereiaki_enotita,kodikos_perifereias,perifereia
212,906308,ΜΑΚΕΔΝΩΝ,9063,ΔΗΜΟΣ,ΚΑΣΤΟΡΙΑΣ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
213,906309,ΜΕΣΟΠΟΤΑΜΙΑΣ,9063,ΔΗΜΟΣ,ΚΑΣΤΟΡΙΑΣ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
214,906401,ΑΚΡΙΤΩΝ,9064,ΔΗΜΟΣ,ΝΕΣΤΟΡΙΟΥ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
215,906402,ΑΡΡΕΝΩΝ,9064,ΔΗΜΟΣ,ΝΕΣΤΟΡΙΟΥ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
216,906403,ΓΡΑΜΟΥ,9064,ΔΗΜΟΣ,ΝΕΣΤΟΡΙΟΥ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
217,906404,ΝΕΣΤΟΡΙΟΥ,9064,ΔΗΜΟΣ,ΝΕΣΤΟΡΙΟΥ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
218,906501,ΑΡΓΟΥΣ ΟΡΕΣΤΙΚΟΥ,9065,ΔΗΜΟΣ,ΟΡΕΣΤΙΔΟΣ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
219,906502,ΙΩΝΟΣ ΔΡΑΓΟΥΜΗ,9065,ΔΗΜΟΣ,ΟΡΕΣΤΙΔΟΣ,302,ΚΑΣΤΟΡΙΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
220,906601,ΑΣΚΙΟΥ,9066,ΔΗΜΟΣ,ΒΟΪΟΥ,303,ΚΟΖΑΝΗΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
221,906602,ΝΕΑΠΟΛΗΣ,9066,ΔΗΜΟΣ,ΒΟΪΟΥ,303,ΚΟΖΑΝΗΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
222,906603,ΠΕΝΤΑΛΟΦΟΥ,9066,ΔΗΜΟΣ,ΒΟΪΟΥ,303,ΚΟΖΑΝΗΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
223,906604,ΣΙΑΤΙΣΤΑΣ,9066,ΔΗΜΟΣ,ΒΟΪΟΥ,303,ΚΟΖΑΝΗΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
224,906605,ΤΣΟΤΥΛΙΟΥ,9066,ΔΗΜΟΣ,ΒΟΪΟΥ,303,ΚΟΖΑΝΗΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
225,906701,ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ,9067,ΔΗΜΟΣ,ΕΟΡΔΑΙΑΣ,303,ΚΟΖΑΝΗΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
226,906702,ΒΕΡΜΙΟΥ,9067,ΔΗΜΟΣ,ΕΟΡΔΑΙΑΣ,303,ΚΟΖΑΝΗΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
227,906703,ΒΛΑΣΤΗΣ,9067,ΔΗΜΟΣ,ΕΟΡΔΑΙΑΣ,303,ΚΟΖΑΝΗΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
228,906704,ΜΟΥΡΙΚΙΟΥ,9067,ΔΗΜΟΣ,ΕΟΡΔΑΙΑΣ,303,ΚΟΖΑΝΗΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
229,906705,ΠΤΟΛΕΜΑΪΔΑΣ,9067,ΔΗΜΟΣ,ΕΟΡΔΑΙΑΣ,303,ΚΟΖΑΝΗΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
230,906801,ΑΙΑΝΗΣ,9068,ΔΗΜΟΣ,ΚΟΖΑΝΗΣ,303,ΚΟΖΑΝΗΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
231,906802,ΔΗΜΗΤΡΙΟΥ ΥΨΗΛΑΝΤΗ,9068,ΔΗΜΟΣ,ΚΟΖΑΝΗΣ,303,ΚΟΖΑΝΗΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
232,906803,ΕΛΙΜΕΙΑΣ,9068,ΔΗΜΟΣ,ΚΟΖΑΝΗΣ,303,ΚΟΖΑΝΗΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
233,906804,ΕΛΛΗΣΠΟΝΤΟΥ,9068,ΔΗΜΟΣ,ΚΟΖΑΝΗΣ,303,ΚΟΖΑΝΗΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
234,906805,ΚΟΖΑΝΗΣ,9068,ΔΗΜΟΣ,ΚΟΖΑΝΗΣ,303,ΚΟΖΑΝΗΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
235,906901,ΒΕΛΒΕΝΤΟΥ,9069,ΔΗΜΟΣ,ΣΕΡΒΙΩΝ-ΒΕΛΒΕΝΤΟΥ,303,ΚΟΖΑΝΗΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
236,906902,ΚΑΜΒΟΥΝΙΩΝ,9069,ΔΗΜΟΣ,ΣΕΡΒΙΩΝ-ΒΕΛΒΕΝΤΟΥ,303,ΚΟΖΑΝΗΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
237,906903,ΛΙΒΑΔΕΡΟΥ,9069,ΔΗΜΟΣ,ΣΕΡΒΙΩΝ-ΒΕΛΒΕΝΤΟΥ,303,ΚΟΖΑΝΗΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
238,906904,ΣΕΡΒΙΩΝ,9069,ΔΗΜΟΣ,ΣΕΡΒΙΩΝ-ΒΕΛΒΕΝΤΟΥ,303,ΚΟΖΑΝΗΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
239,907001,ΑΕΤΟΥ,9070,ΔΗΜΟΣ,ΑΜΥΝΤΑΙΟΥ,304,ΦΛΩΡΙΝΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
240,907002,ΑΜΥΝΤΑΙΟΥ,9070,ΔΗΜΟΣ,ΑΜΥΝΤΑΙΟΥ,304,ΦΛΩΡΙΝΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
241,907003,ΒΑΡΙΚΟΥ,9070,ΔΗΜΟΣ,ΑΜΥΝΤΑΙΟΥ,304,ΦΛΩΡΙΝΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
242,907004,ΛΕΧΟΒΟΥ,9070,ΔΗΜΟΣ,ΑΜΥΝΤΑΙΟΥ,304,ΦΛΩΡΙΝΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
243,907005,ΝΥΜΦΑΙΟΥ,9070,ΔΗΜΟΣ,ΑΜΥΝΤΑΙΟΥ,304,ΦΛΩΡΙΝΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
244,907006,ΦΙΛΩΤΑ,9070,ΔΗΜΟΣ,ΑΜΥΝΤΑΙΟΥ,304,ΦΛΩΡΙΝΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
245,907101,ΚΡΥΣΤΑΛΛΟΠΗΓΗΣ,9071,ΔΗΜΟΣ,ΠΡΕΣΠΩΝ,304,ΦΛΩΡΙΝΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
246,907102,ΠΡΕΣΠΩΝ,9071,ΔΗΜΟΣ,ΠΡΕΣΠΩΝ,304,ΦΛΩΡΙΝΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
247,907201,ΚΑΤΩ ΚΛΕΙΝΩΝ,9072,ΔΗΜΟΣ,ΦΛΩΡΙΝΑΣ,304,ΦΛΩΡΙΝΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
248,907202,ΜΕΛΙΤΗΣ,9072,ΔΗΜΟΣ,ΦΛΩΡΙΝΑΣ,304,ΦΛΩΡΙΝΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
249,907203,ΠΕΡΑΣΜΑΤΟΣ,9072,ΔΗΜΟΣ,ΦΛΩΡΙΝΑΣ,304,ΦΛΩΡΙΝΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
250,907204,ΦΛΩΡΙΝΑΣ,9072,ΔΗΜΟΣ,ΦΛΩΡΙΝΑΣ,304,ΦΛΩΡΙΝΑΣ,3,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ
251,907301,ΑΜΒΡΑΚΙΚΟΥ,9073,ΔΗΜΟΣ,ΑΡΤΑΙΩΝ,401,ΑΡΤΑΣ,4,ΗΠΕΙΡΟΥ
252,907302,ΑΡΤΑΙΩΝ,9073,ΔΗΜΟΣ,ΑΡΤΑΙΩΝ,401,ΑΡΤΑΣ,4,ΗΠΕΙΡΟΥ
253,907303,ΒΛΑΧΕΡΝΩΝ,9073,ΔΗΜΟΣ,ΑΡΤΑΙΩΝ,401,ΑΡΤΑΣ,4,ΗΠΕΙΡΟΥ
254,907304,ΞΗΡΟΒΟΥΝΙΟΥ,9073,ΔΗΜΟΣ,ΑΡΤΑΙΩΝ,401,ΑΡΤΑΣ,4,ΗΠΕΙΡΟΥ
255,907305,ΦΙΛΟΘΕΗΣ,9073,ΔΗΜΟΣ,ΑΡΤΑΙΩΝ,401,ΑΡΤΑΣ,4,ΗΠΕΙΡΟΥ
256,907401,ΓΕΩΡΓΙΟΥ ΚΑΡΑΪΣΚΑΚΗ,9074,ΔΗΜΟΣ,ΓΕΩΡΓΙΟΥ ΚΑΡΑΪΣΚΑΚΗ,401,ΑΡΤΑΣ,4,ΗΠΕΙΡΟΥ
257,907402,ΗΡΑΚΛΕΙΑΣ,9074,ΔΗΜΟΣ,ΓΕΩΡΓΙΟΥ ΚΑΡΑΪΣΚΑΚΗ,401,ΑΡΤΑΣ,4,ΗΠΕΙΡΟΥ
258,907403,ΤΕΤΡΑΦΥΛΙΑΣ,9074,ΔΗΜΟΣ,ΓΕΩΡΓΙΟΥ ΚΑΡΑΪΣΚΑΚΗ,401,ΑΡΤΑΣ,4,ΗΠΕΙΡΟΥ
259,907501,ΑΓΝΑΝΤΩΝ,9075,ΔΗΜΟΣ,ΚΕΝΤΡΙΚΩΝ ΤΖΟΥΜΕΡΚΩΝ,401,ΑΡΤΑΣ,4,ΗΠΕΙΡΟΥ
260,907502,ΑΘΑΜΑΝΙΑΣ,9075,ΔΗΜΟΣ,ΚΕΝΤΡΙΚΩΝ ΤΖΟΥΜΕΡΚΩΝ,401,ΑΡΤΑΣ,4,ΗΠΕΙΡΟΥ
261,907503,ΘΕΟΔΩΡΙΑΝΩΝ,9075,ΔΗΜΟΣ,ΚΕΝΤΡΙΚΩΝ ΤΖΟΥΜΕΡΚΩΝ,401,ΑΡΤΑΣ,4,ΗΠΕΙΡΟΥ
262,907504,ΜΕΛΙΣΣΟΥΡΓΩΝ,9075,ΔΗΜΟΣ,ΚΕΝΤΡΙΚΩΝ ΤΖΟΥΜΕΡΚΩΝ,401,ΑΡΤΑΣ,4,ΗΠΕΙΡΟΥ
263,907601,ΑΡΑΧΘΟΥ,9076,ΔΗΜΟΣ,ΝΙΚΟΛΑΟΥ ΣΚΟΥΦΑ,401,ΑΡΤΑΣ,4,ΗΠΕΙΡΟΥ
264,907602,ΚΟΜΜΕΝΟΥ,9076,ΔΗΜΟΣ,ΝΙΚΟΛΑΟΥ ΣΚΟΥΦΑ,401,ΑΡΤΑΣ,4,ΗΠΕΙΡΟΥ
265,907603,ΚΟΜΠΟΤΙΟΥ,9076,ΔΗΜΟΣ,ΝΙΚΟΛΑΟΥ ΣΚΟΥΦΑ,401,ΑΡΤΑΣ,4,ΗΠΕΙΡΟΥ
266,907604,ΠΕΤΑ,9076,ΔΗΜΟΣ,ΝΙΚΟΛΑΟΥ ΣΚΟΥΦΑ,401,ΑΡΤΑΣ,4,ΗΠΕΙΡΟΥ
267,907701,ΗΓΟΥΜΕΝΙΤΣΗΣ,9077,ΔΗΜΟΣ,ΗΓΟΥΜΕΝΙΤΣΗΣ,402,ΘΕΣΠΡΩΤΙΑΣ,4,ΗΠΕΙΡΟΥ
268,907702,ΜΑΡΓΑΡΙΤΙΟΥ,9077,ΔΗΜΟΣ,ΗΓΟΥΜΕΝΙΤΣΗΣ,402,ΘΕΣΠΡΩΤΙΑΣ,4,ΗΠΕΙΡΟΥ
269,907703,ΠΑΡΑΠΟΤΑΜΟΥ,9077,ΔΗΜΟΣ,ΗΓΟΥΜΕΝΙΤΣΗΣ,402,ΘΕΣΠΡΩΤΙΑΣ,4,ΗΠΕΙΡΟΥ
270,907704,ΠΕΡΔΙΚΑΣ,9077,ΔΗΜΟΣ,ΗΓΟΥΜΕΝΙΤΣΗΣ,402,ΘΕΣΠΡΩΤΙΑΣ,4,ΗΠΕΙΡΟΥ
271,907705,ΣΥΒΟΤΩΝ,9077,ΔΗΜΟΣ,ΗΓΟΥΜΕΝΙΤΣΗΣ,402,ΘΕΣΠΡΩΤΙΑΣ,4,ΗΠΕΙΡΟΥ
272,907801,ΑΧΕΡΟΝΤΑ,9078,ΔΗΜΟΣ,ΣΟΥΛΙΟΥ,402,ΘΕΣΠΡΩΤΙΑΣ,4,ΗΠΕΙΡΟΥ
273,907802,ΠΑΡΑΜΥΘΙΑΣ,9078,ΔΗΜΟΣ,ΣΟΥΛΙΟΥ,402,ΘΕΣΠΡΩΤΙΑΣ,4,ΗΠΕΙΡΟΥ
274,907803,ΣΟΥΛΙΟΥ,9078,ΔΗΜΟΣ,ΣΟΥΛΙΟΥ,402,ΘΕΣΠΡΩΤΙΑΣ,4,ΗΠΕΙΡΟΥ
275,907901,ΣΑΓΙΑΔΑΣ,9079,ΔΗΜΟΣ,ΦΙΛΙΑΤΩΝ,402,ΘΕΣΠΡΩΤΙΑΣ,4,ΗΠΕΙΡΟΥ
276,907902,ΦΙΛΙΑΤΩΝ,9079,ΔΗΜΟΣ,ΦΙΛΙΑΤΩΝ,402,ΘΕΣΠΡΩΤΙΑΣ,4,ΗΠΕΙΡΟΥ
277,908001,ΒΑΘΥΠΕΔΟΥ,9080,ΔΗΜΟΣ,ΒΟΡΕΙΩΝ ΤΖΟΥΜΕΡΚΩΝ,403,ΙΩΑΝΝΙΝΩΝ,4,ΗΠΕΙΡΟΥ
278,908002,ΚΑΛΑΡΡΥΤΩΝ,9080,ΔΗΜΟΣ,ΒΟΡΕΙΩΝ ΤΖΟΥΜΕΡΚΩΝ,403,ΙΩΑΝΝΙΝΩΝ,4,ΗΠΕΙΡΟΥ
279,908003,ΚΑΤΣΑΝΟΧΩΡΙΩΝ,9080,ΔΗΜΟΣ,ΒΟΡΕΙΩΝ ΤΖΟΥΜΕΡΚΩΝ,403,ΙΩΑΝΝΙΝΩΝ,4,ΗΠΕΙΡΟΥ
280,908004,ΜΑΤΣΟΥΚΙΟΥ,9080,ΔΗΜΟΣ,ΒΟΡΕΙΩΝ ΤΖΟΥΜΕΡΚΩΝ,403,ΙΩΑΝΝΙΝΩΝ,4,ΗΠΕΙΡΟΥ
281,908005,ΠΡΑΜΑΝΤΩΝ,9080,ΔΗΜΟΣ,ΒΟΡΕΙΩΝ ΤΖΟΥΜΕΡΚΩΝ,403,ΙΩΑΝΝΙΝΩΝ,4,ΗΠΕΙΡΟΥ
282,908006,ΣΥΡΡΑΚΟΥ,9080,ΔΗΜΟΣ,ΒΟΡΕΙΩΝ ΤΖΟΥΜΕΡΚΩΝ,403,ΙΩΑΝΝΙΝΩΝ,4,ΗΠΕΙΡΟΥ
283,908007,ΤΖΟΥΜΕΡΚΩΝ,9080,ΔΗΜΟΣ,ΒΟΡΕΙΩΝ ΤΖΟΥΜΕΡΚΩΝ,403,ΙΩΑΝΝΙΝΩΝ,4,ΗΠΕΙΡΟΥ
284,908101,ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ,9081,ΔΗΜΟΣ,ΔΩΔΩΝΗΣ,403,ΙΩΑΝΝΙΝΩΝ,4,ΗΠΕΙΡΟΥ
285,908102,ΔΩΔΩΝΗΣ,9081,ΔΗΜΟΣ,ΔΩΔΩΝΗΣ,403,ΙΩΑΝΝΙΝΩΝ,4,ΗΠΕΙΡΟΥ
286,908103,ΛΑΚΚΑΣ ΣΟΥΛΙΟΥ,9081,ΔΗΜΟΣ,ΔΩΔΩΝΗΣ,403,ΙΩΑΝΝΙΝΩΝ,4,ΗΠΕΙΡΟΥ
287,908104,ΣΕΛΛΩΝ,9081,ΔΗΜΟΣ,ΔΩΔΩΝΗΣ,403,ΙΩΑΝΝΙΝΩΝ,4,ΗΠΕΙΡΟΥ
288,908201,ΑΝΑΤΟΛΙΚΟΥ ΖΑΓΟΡΙΟΥ,9082,ΔΗΜΟΣ,ΖΑΓΟΡΙΟΥ,403,ΙΩΑΝΝΙΝΩΝ,4,ΗΠΕΙΡΟΥ
289,908202,ΒΟΒΟΥΣΗΣ,9082,ΔΗΜΟΣ,ΖΑΓΟΡΙΟΥ,403,ΙΩΑΝΝΙΝΩΝ,4,ΗΠΕΙΡΟΥ
290,908203,ΚΕΝΤΡΙΚΟΥ ΖΑΓΟΡΙΟΥ,9082,ΔΗΜΟΣ,ΖΑΓΟΡΙΟΥ,403,ΙΩΑΝΝΙΝΩΝ,4,ΗΠΕΙΡΟΥ
291,908204,ΠΑΠΙΓΚΟΥ,9082,ΔΗΜΟΣ,ΖΑΓΟΡΙΟΥ,403,ΙΩΑΝΝΙΝΩΝ,4,ΗΠΕΙΡΟΥ
292,908205,ΤΥΜΦΗΣ,9082,ΔΗΜΟΣ,ΖΑΓΟΡΙΟΥ,403,ΙΩΑΝΝΙΝΩΝ,4,ΗΠΕΙΡΟΥ
293,908301,ΕΚΑΛΗΣ,9083,ΔΗΜΟΣ,ΖΙΤΣΑΣ,403,ΙΩΑΝΝΙΝΩΝ,4,ΗΠΕΙΡΟΥ
294,908302,ΕΥΡΥΜΕΝΩΝ,9083,ΔΗΜΟΣ,ΖΙΤΣΑΣ,403,ΙΩΑΝΝΙΝΩΝ,4,ΗΠΕΙΡΟΥ
295,908303,ΖΙΤΣΑΣ,9083,ΔΗΜΟΣ,ΖΙΤΣΑΣ,403,ΙΩΑΝΝΙΝΩΝ,4,ΗΠΕΙΡΟΥ
296,908304,ΜΟΛΟΣΣΩΝ,9083,ΔΗΜΟΣ,ΖΙΤΣΑΣ,403,ΙΩΑΝΝΙΝΩΝ,4,ΗΠΕΙΡΟΥ
297,908305,ΠΑΣΑΡΩΝΟΣ,9083,ΔΗΜΟΣ,ΖΙΤΣΑΣ,403,ΙΩΑΝΝΙΝΩΝ,4,ΗΠΕΙΡΟΥ
298,908401,ΑΝΑΤΟΛΗΣ,9084,ΔΗΜΟΣ,ΙΩΑΝΝΙΤΩΝ,403,ΙΩΑΝΝΙΝΩΝ,4,ΗΠΕΙΡΟΥ
299,908402,ΙΩΑΝΝΙΤΩΝ,9084,ΔΗΜΟΣ,ΙΩΑΝΝΙΤΩΝ,403,ΙΩΑΝΝΙΝΩΝ,4,ΗΠΕΙΡΟΥ
300,908403,ΜΠΙΖΑΝΙΟΥ,9084,ΔΗΜΟΣ,ΙΩΑΝΝΙΤΩΝ,403,ΙΩΑΝΝΙΝΩΝ,4,ΗΠΕΙΡΟΥ
301,908404,ΝΗΣΟΥ ΙΩΑΝΝΙΝΩΝ,9084,ΔΗΜΟΣ,ΙΩΑΝΝΙΤΩΝ,403,ΙΩΑΝΝΙΝΩΝ,4,ΗΠΕΙΡΟΥ
302,908405,ΠΑΜΒΩΤΙΔΟΣ,9084,ΔΗΜΟΣ,ΙΩΑΝΝΙΤΩΝ,403,ΙΩΑΝΝΙΝΩΝ,4,ΗΠΕΙΡΟΥ
303,908406,ΠΕΡΑΜΑΤΟΣ,9084,ΔΗΜΟΣ,ΙΩΑΝΝΙΤΩΝ,403,ΙΩΑΝΝΙΝΩΝ,4,ΗΠΕΙΡΟΥ
304,908501,ΑΕΤΟΜΗΛΙΤΣΗΣ,9085,ΔΗΜΟΣ,ΚΟΝΙΤΣΑΣ,403,ΙΩΑΝΝΙΝΩΝ,4,ΗΠΕΙΡΟΥ
305,908502,ΔΙΣΤΡΑΤΟΥ,9085,ΔΗΜΟΣ,ΚΟΝΙΤΣΑΣ,403,ΙΩΑΝΝΙΝΩΝ,4,ΗΠΕΙΡΟΥ
306,908503,ΚΟΝΙΤΣΑΣ,9085,ΔΗΜΟΣ,ΚΟΝΙΤΣΑΣ,403,ΙΩΑΝΝΙΝΩΝ,4,ΗΠΕΙΡΟΥ
307,908504,ΜΑΣΤΟΡΟΧΩΡΙΩΝ,9085,ΔΗΜΟΣ,ΚΟΝΙΤΣΑΣ,403,ΙΩΑΝΝΙΝΩΝ,4,ΗΠΕΙΡΟΥ
308,908505,ΦΟΥΡΚΑΣ,9085,ΔΗΜΟΣ,ΚΟΝΙΤΣΑΣ,403,ΙΩΑΝΝΙΝΩΝ,4,ΗΠΕΙΡΟΥ
309,908601,ΕΓΝΑΤΙΑΣ,9086,ΔΗΜΟΣ,ΜΕΤΣΟΒΟΥ,403,ΙΩΑΝΝΙΝΩΝ,4,ΗΠΕΙΡΟΥ
310,908602,ΜΕΤΣΟΒΟΥ,9086,ΔΗΜΟΣ,ΜΕΤΣΟΒΟΥ,403,ΙΩΑΝΝΙΝΩΝ,4,ΗΠΕΙΡΟΥ
311,908603,ΜΗΛΕΑΣ,9086,ΔΗΜΟΣ,ΜΕΤΣΟΒΟΥ,403,ΙΩΑΝΝΙΝΩΝ,4,ΗΠΕΙΡΟΥ
312,908701,ΑΝΩ ΚΑΛΑΜΑ,9087,ΔΗΜΟΣ,ΠΩΓΩΝΙΟΥ,403,ΙΩΑΝΝΙΝΩΝ,4,ΗΠΕΙΡΟΥ
313,908702,ΑΝΩ ΠΩΓΩΝΙΟΥ,9087,ΔΗΜΟΣ,ΠΩΓΩΝΙΟΥ,403,ΙΩΑΝΝΙΝΩΝ,4,ΗΠΕΙΡΟΥ
314,908703,ΔΕΛΒΙΝΑΚΙΟΥ,9087,ΔΗΜΟΣ,ΠΩΓΩΝΙΟΥ,403,ΙΩΑΝΝΙΝΩΝ,4,ΗΠΕΙΡΟΥ
315,908704,ΚΑΛΠΑΚΙΟΥ,9087,ΔΗΜΟΣ,ΠΩΓΩΝΙΟΥ,403,ΙΩΑΝΝΙΝΩΝ,4,ΗΠΕΙΡΟΥ
316,908705,ΛΑΒΔΑΝΗΣ,9087,ΔΗΜΟΣ,ΠΩΓΩΝΙΟΥ,403,ΙΩΑΝΝΙΝΩΝ,4,ΗΠΕΙΡΟΥ
317,908706,ΠΩΓΩΝΙΑΝΗΣ,9087,ΔΗΜΟΣ,ΠΩΓΩΝΙΟΥ,403,ΙΩΑΝΝΙΝΩΝ,4,ΗΠΕΙΡΟΥ
318,908801,ΑΝΩΓΕΙΟΥ,9088,ΔΗΜΟΣ,ΖΗΡΟΥ,404,ΠΡΕΒΕΖΑΣ,4,ΗΠΕΙΡΟΥ
319,908802,ΘΕΣΠΡΩΤΙΚΟΥ,9088,ΔΗΜΟΣ,ΖΗΡΟΥ,404,ΠΡΕΒΕΖΑΣ,4,ΗΠΕΙΡΟΥ
320,908803,ΚΡΑΝΕΑΣ,9088,ΔΗΜΟΣ,ΖΗΡΟΥ,404,ΠΡΕΒΕΖΑΣ,4,ΗΠΕΙΡΟΥ
321,908804,ΦΙΛΙΠΠΙΑΔΟΣ,9088,ΔΗΜΟΣ,ΖΗΡΟΥ,404,ΠΡΕΒΕΖΑΣ,4,ΗΠΕΙΡΟΥ
322,908901,ΠΑΡΓΑΣ,9089,ΔΗΜΟΣ,ΠΑΡΓΑΣ,404,ΠΡΕΒΕΖΑΣ,4,ΗΠΕΙΡΟΥ
323,908902,ΦΑΝΑΡΙΟΥ,9089,ΔΗΜΟΣ,ΠΑΡΓΑΣ,404,ΠΡΕΒΕΖΑΣ,4,ΗΠΕΙΡΟΥ
324,909001,ΖΑΛΟΓΓΟΥ,9090,ΔΗΜΟΣ,ΠΡΕΒΕΖΗΣ,404,ΠΡΕΒΕΖΑΣ,4,ΗΠΕΙΡΟΥ
325,909002,ΛΟΥΡΟΥ,9090,ΔΗΜΟΣ,ΠΡΕΒΕΖΗΣ,404,ΠΡΕΒΕΖΑΣ,4,ΗΠΕΙΡΟΥ
326,909003,ΠΡΕΒΕΖΗΣ,9090,ΔΗΜΟΣ,ΠΡΕΒΕΖΗΣ,404,ΠΡΕΒΕΖΑΣ,4,ΗΠΕΙΡΟΥ
327,909101,ΑΝΑΤΟΛΙΚΗΣ ΑΡΓΙΘΕΑΣ,9091,ΔΗΜΟΣ,ΑΡΓΙΘΕΑΣ,501,ΚΑΡΔΙΤΣΑΣ,5,ΘΕΣΣΑΛΙΑΣ
328,909102,ΑΡΓΙΘΕΑΣ,9091,ΔΗΜΟΣ,ΑΡΓΙΘΕΑΣ,501,ΚΑΡΔΙΤΣΑΣ,5,ΘΕΣΣΑΛΙΑΣ
329,909103,ΑΧΕΛΩΟΥ,9091,ΔΗΜΟΣ,ΑΡΓΙΘΕΑΣ,501,ΚΑΡΔΙΤΣΑΣ,5,ΘΕΣΣΑΛΙΑΣ
330,909201,ΙΤΑΜΟΥ,9092,ΔΗΜΟΣ,ΚΑΡΔΙΤΣΑΣ,501,ΚΑΡΔΙΤΣΑΣ,5,ΘΕΣΣΑΛΙΑΣ
331,909202,ΚΑΛΛΙΦΩΝΙΟΥ,9092,ΔΗΜΟΣ,ΚΑΡΔΙΤΣΑΣ,501,ΚΑΡΔΙΤΣΑΣ,5,ΘΕΣΣΑΛΙΑΣ
332,909203,ΚΑΜΠΟΥ,9092,ΔΗΜΟΣ,ΚΑΡΔΙΤΣΑΣ,501,ΚΑΡΔΙΤΣΑΣ,5,ΘΕΣΣΑΛΙΑΣ
333,909204,ΚΑΡΔΙΤΣΑΣ,9092,ΔΗΜΟΣ,ΚΑΡΔΙΤΣΑΣ,501,ΚΑΡΔΙΤΣΑΣ,5,ΘΕΣΣΑΛΙΑΣ
334,909205,ΜΗΤΡΟΠΟΛΗΣ,9092,ΔΗΜΟΣ,ΚΑΡΔΙΤΣΑΣ,501,ΚΑΡΔΙΤΣΑΣ,5,ΘΕΣΣΑΛΙΑΣ
